link_name,profile,loc,type
"ST. PAULS U.N.A PRIMARY SCHOOL, Shomolu",2532, Shomolu,State owned
"ST. PETERS (U.N.A) PRIMARY SCHOOL, Basua Shomolu",2347, Shomolu,State owned
"ST. PETERS CATH.NUR/PRY SCHL, Ebute-Metta",1987,Lagos-Mainland,State owned
"ST. PETERS NURSERY & PRIMARY SCHOOL, Alaba",4315,Ojo,Privately owned
"ST. PHILIPS ANG.NUR/PRY SCHOOL, Ese-Ofin",2484,Ojo,State owned
"ST. SAVIOURS HIGH SCHOOL, Egan",8392,Alimosho,Privately owned
"ST. SAVIOURS HIGH SCHOOL, Ikotun",5261,Alimosho,Privately owned
"ST. SAVIOURS NUR & PRY SCHOOL, Ijegun Road",5255,Alimosho,Privately owned
"ST. STEPHEN R.C.M PRIMARY SCHOOL, Igbonla",2726,Epe,State owned
"ST. STEPHEN'S NURSERY & PRIMARY SCHOOL, Yaba",106711,Lagos-Mainland,Privately owned
"ST. STEPHENS SCHOOL, Ilasamaja",5708,Oshodi-Isolo,Privately owned
"ST. T. REGENCY INTERNATIONAL NUR. AND PRY SCHOOL,  G.R.A-Ikeja",3211, Ikeja,Privately owned
"ST. THERESAS (RCM) PRy SCHOOL, Epe",2682,Epe,State owned
"ST. THOMAS AQUINAS CATHOLIC COLLEGE, Okokomaiko",11210,Ojo,Privately owned
"ST. VINCENT CATHOLIC SCHOOL, Shasha",3344,Alimosho,Privately owned
ST.DAVIDS ANGLICAN PRY SCH. Osoroko,1769, Ibeju-Lekki,State owned
"ST.JOSEPHS SNR SEC. SCHL, Mushin",1302, Mushin,State owned
"ST.JUDES ANG. PRY. SCHOOL,  Oyingbo",1963,Lagos-Mainland,State owned
"ST.MICHAELS PRIMARY SCHOOL 1, Ojo",2486,Ojo,State owned
"ST.PETERS (R.C.M) PRY SCHOOL, Odoragunsin",2516,Epe,State owned
ST.PETERS ANGLICAN NUR/PRY SCHOOL Isagira,2485,Ojo,State owned
"ST.T.REGENCY COLLEGE, G.R.A. Ikeja",3209, Ikeja,Privately owned
"STA INTERNATIONAL COLLEGE, Mushin",3228,Mushin,Privately owned
"STADEM COMPREHENSIVE COLLEGE, Igando",106167,Alimosho,Privately owned
"STADEM SCHOOL, Igando",49009,Alimosho,Privately owned
STADIUM JUNIOR GRAMMAR SCHOOL,927,Ifako/Ijaiye,State owned
"STADIUM JUNIOR HIGH SCHOOL, Surulere",996,Surulere,State owned
"STADIUM SENIOR HIGH SCHOOL, Surulere",2267,Surulere,State owned
"STAFF NURSERY & PRIMARY SCHOOL, Badagry Expressway ",4603,Ojo,Privately owned
"STAFF SCHOOL YABA COLLEGE OF TECHNOLOGY, Yaba",106641,Lagos-Mainland,Privately owned
"STANDARD BEARERS SCHOOL, Lekki",10246,Eti-Osa,Privately owned
"STANDARD HIGHMARK COLLEGE, Idi-Oro",77249,,Privately owned
"STANDARD NUR PRY SCHOOL, Idi-Oro",6817, Mushin,Privately owned
"STARBREED COLLEGE, Ikotun",8613,Alimosho,Privately owned
"STARFIELD PRIVATE COLLEGE, Fagba",10453,Ifako/Ijaiye,Privately owned
"STARLIGHT COLLEGE, Sari-Iganmu",4862,Apapa,Privately owned
"STARLIGHT NURSERY/PRIMARY SCHOOL, Sari-Iganmu",4863,Apapa,Privately owned
"STARLIGHT SCHOOL, Orilowo-Ejigbo",4081,Oshodi-Isolo,Privately owned
"STARS INTERNATIONAL COLLEGE, Ikorodu",7487,Ikorodu,Privately owned
"START RIGHT INTERNATIONAL CHILDREN SCHOOL, Ire-Akari",4288,Oshodi-Isolo,Privately owned
Starways College,105454,Ibeju-Lekki,Privately owned
STATE COMPREHENSIVE JUNIOR COLLEGE,12207,Alimosho,State owned
STATE HIGH SCCH,1039,Alimosho,State owned
"STATE HIGH SCHOOL, New Oko-Oba",76027,Ifako/Ijaiye,Privately owned
"STATE JUNIOR GRAMMAR SCHOOL, Eric Moore",994,Surulere,State owned
"STATE JUNIOR HIGH SCHOOL, Ibereko",1077,Badagry,State owned
"STATE JUNIOR HIGH SCHOOL, Mosalasi",105867,Alimosho,State owned
"STATE JUNIOR HIGH SCHOOL, Oyewole",2768,Agege,State owned
"STATE NURSERY/PRIMARY SCHOOL,  Apapa",251,Apapa,State owned
"STATE PRIMARY SCHOOL,  Dopemu",55,Agege,State owned
"STATE PRIMARY SCHOOL,  Iloro-Agege",58,Agege,State owned
"STATE PRIMARY SCHOOL,  Ogba-Ijaye",56,Agege,State owned
"STATE PRIMARY SCHOOL,  Oyewole-Agege",57,Agege,State owned
"STATE PRIMARY SCHOOL, Ewutuntun",2396,Oshodi-Isolo,State owned
"STATE PRIMARY SCHOOL, Mafoluku",2599,Oshodi-Isolo,State owned
"STATE PRIMARY SCHOOL, Onipetesi-Mangoro",817,,State owned
"STATE PRIMARY SCHOOL, Sango",12193,Agege,State owned
"STATE SENIOR COLLEGE, Alimoso",12213,Alimosho,State owned
"STATE SENIOR GRAMMAR SCHOOL, Surulere",1376,Surulere,State owned
"STATE SENIOR HIGH SCHOOL 1, Alimosho",9510,Alimosho,State owned
"STATE SENIOR HIGH SCHOOL,  Oyewole Agege",1006,Agege,State owned
"STATE SENIOR HIGH SCHOOL, GRA-Ikeja",2410, Ikeja,State owned
"STATE SENIOR HIGH SCHOOL, Ibereko",12236,Badagry,State owned
"STATUS COMPREHENSIVE COLLEGE, Dopemu",5730,Agege,Privately owned
"STATUS NUR & PRY SCHOOL, Agege",6888,Agege,Privately owned
"STEADFAST NUR/PRY SCHOOL, Ajangbadi",3483,Ojo,Privately owned
"STEADFAST NURSERY & PRIMARY SCHOOL, Ikotun",4322,Alimosho,Privately owned
"STEBUK ACADEMY  NURSERY PRIMARY SCHOOL, Ketu",106416,,Privately owned
"STELLA MARIS COLLEGE, Palmgrove ",5760, Mushin,Privately owned
"STEPHEN GLORIOUS NURSERY & PRIMARY SCHOOL, Fadeyi",3790, Mushin,Privately owned
"STEPS FORWARD SCHOOL, Ajah",7040,Eti-Osa,Privately owned
"STERN NURSERY & PRIMARY SCHOOL, Eyita",6762,Ikorodu,Privately owned
"STOCKBRIDGE COLLEGE, Bariga",8002, Shomolu,Privately owned
"STRAFORB SCHOOLS, Aboru",11129,Alimosho,Privately owned
"STREAMLINERS PRIVATE SCHOOL, Omotoye Estate ",9843,Agege,Privately owned
"STRENGTH NURSERY & PRIMARY SCHOOL, Bariga",106206,Shomolu,Privately owned
"STRIDES TOWERS COLLEGE,  Lafiaji-Lekki ",5297,Eti-Osa,Privately owned
"STRONG TOWER ACADEMY, Ijede-Road",5968,Ikorodu,Privately owned
"STUDENTS EMBASSY ACADEMY, Jankara",77223,Ifako/Ijaiye,Privately owned
STUDY HABIT NP SCHOOL,105478,,Privately owned
"STUDYHABIT BEGINNERS' NURSERY & PRIMARY SCHOOL , Isolo ",106277,Oshodi-Isolo,Privately owned
"SUBUOLA NUR/PRY SCHOOL,  Surulere.",2010,Surulere,State owned
"SUCCESS CROWN NURSERY & PRIMARY SCHOOL, Oworonshoki",3764,Kosofe,Privately owned
"SUCCESS HOUSE COLLEGE, Alagbado",11815,Alimosho,Privately owned
"SUCCESS MODULE SECONDARY SCHOOL, Festac Town",105918,Amuwo-Odofin,Privately owned
"SUCCESS MONTESSORI NUR/PRY SCHOOL,  Alagbado  ",4611,Alimosho,Privately owned
"SUCCESS VISION FOUNDATION COMPREHENSIVE COLLEGE, Ayobo",10741,Alimosho,Privately owned
"SUGARFIELD HIGH SCHOOL, Mangbon",5424, Badagry ,Privately owned
"SULAIMAN SHADO SCHOOL, Mushin ",6682, Mushin,Privately owned
Sulaimon Shado College,106475,Mushin,Privately owned
"SUMBAY COLLEGE,  Oko-Afo",10687, Badagry ,Privately owned
Summer Rain College,105431,Oshodi-Isolo,Privately owned
"SUMMERLAND COLLEGE, Palm Avenue",105549,Mushin,Privately owned
"SUMMERLAND SCHOOL NURSERY & PRIMARY , Mushin",4142, Mushin,Privately owned
"SUMMIT INTERNATIONAL HIGH SCHOOL, Ojodu ",10657, Ikeja,Privately owned
"SUN & STARS COLLEGE, Shagamu Road",11095,Ikorodu,Privately owned
"SUNBEAM COMPREHENSIVE COLLEGE,  Shasha-Akowonjo",5002,Alimosho,Privately owned
"SUNBEAM HEIGHTS NURSERY PRIMARY SCHOOL, Bolade",3144,Oshodi-Isolo,Privately owned
"SUNBEAM NURSERY & PRIMARY SCHOOL, Shasha",5096,Alimosho,Privately owned
"SUNCREST PRIVATE NURSERY & PRIMARY SCHOOL, Igbogbo",105960,Ikorodu,Privately owned
"SUNFAB COLLEGE, Orile",5464,Ajeromi LGA,Privately owned
"SUNFLOWER COMP. HIGH SCHOOL, Ejigbo",10931,Oshodi-Isolo,Privately owned
"SUNGLEE FORMATION HIGH SCHOOL, Awoyaya",106338,Ibeju-Lekki,Privately owned
"SUNNYDALE SCHOOL, Ikeja-G.R.A",3230,Ikeja,Privately owned
"SUNNYFIELDS PRY & TENDERFOOT NUR. SCHOOL, Surulere",77392,Surulere,Privately owned
"SUNNYSIDE SCHOOLS, Palmgrove Estate",4368, Mushin,Privately owned
"SUNSHINE NUR/PRY SCHOOL, Aguda",3103,Surulere,Privately owned
"SUPER FRIENDS INTERNATIONAL NUR. & PRY SCHOOL,  Ajah",106097,Eti-Osa,Privately owned
"SUPER JJJ NUR. & PRY SCHOOL, Orile Agege",7151,Agege,Privately owned
"SUPER SAINT NUR/PRY SCHOOL, Ketu",3613,Kosofe,Privately owned
"SUPERSTARS NURSERY/PRIMARY SCHOOL, Ijagemo",3634,Ojo,Privately owned
"SUPERSTARS SECONDARY SCHOOL, Ojo",3642,Ojo,Privately owned
"SUPREME CHILD NURSERY & PRIMARY SCHOOL, Lowa Estate",105756,Ikorodu,Privately owned
"SUPREME DOMINION FAMOUS COMPREHENSIVE SEC. SCHOOL, Gbara",106080,Eti-Osa,Privately owned
"SUPREME EDUCATION FOUNDATION, Magodo G.R.A.",5638,Kosofe,Privately owned
"SUPREME HOUSE MONTESSORI SCHOOL,Osopa London",106324,Eti-Osa,Privately owned
"SUPREME PILLARS COLLEGE, Mowo",5600, Badagry ,Privately owned
"SUPREME PRIVATE SCHOOL, Ojo",3661,Ojo,Privately owned
"SURE-WAY NURSERY/PRIMARY SCHOOL, Oko-Oba",5112,Agege,Privately owned
"SUREPATH SCHOOL NUR & PRY SCHOOL, Ikorodu",6818,Ikorodu,Privately owned
"SUREVILLE MONTESSORI SCHOOL, Ajah",9611,Eti-Osa,Privately owned
"SURU PRIMARY SCHOOL, Ajegunle",113,Ajeromi LGA,State owned
"SURULERE BAPTIST NUR/PRY SCHOOL, Surulere.",2505,Surulere,State owned
"SURULERE COMMUNITY JNR SEC. SCHL,  Agbado",392,Alimosho,State owned
"SURULERE COMMUNITY PRY SCHOOL,  Agbado.",170,Alimosho,State owned
"SURULERE COMPUTER CENTRE,  Surulere",2094,Surulere,State owned
SURULERE GIRLS JUNIOR SECONDARY SCHOOL,12441,Surulere,State owned
"SURULERE GIRLS SENIOR SECONDARY SCHOOL, Moshalashi",995,Surulere,State owned
"SURULERE JUNIOR SEC. SCHL, Surulere",2000,Surulere,State owned
"SURULERE MINI RESOURCE CENTRE,  Surulere",2071,Surulere,State owned
"SURULERE PRIMARY SCHOOL, Glegg-Surulere",2055,Surulere,State owned
"SURULERE SENIOR SECONDARY SCHOOL, Alagbado",9559,Alimosho,State owned
"SURULERE SENIOR SECONDARY SCHOOL, Surulere",2266,Surulere,State owned
"SUSAN MEMORIAL NURSERY/PRIMARY SCHOOL, Ogba-Aguda",8711,Ikeja,Privately owned
"SWEET HOPE COLLEGE, Ajasa",78996,Alimosho,Privately owned
"SWEET KIDS NURSERY & PRIMARY, Festac",8559,Amuwo-Odofin,Privately owned
"SWEET VALLEY COLLEGE, Ikotun",5747,Alimosho,Privately owned
"SWEETVALE NURSERY & PRIMARY SCHOOL, Ketu",3430,Kosofe,Privately owned
Switch Brain College,105408,Ojo,Privately owned
"SWITCH BRAIN NURSERY & PRIMARY SCHOOL, Ajagbandi",49090,Ojo,Privately owned
"T & Y PRIVATE SCHOOL, Shasha",8256,Alimosho,Privately owned
"T.G.W.S COLLEGE,  Ikotun.",106119,Alimosho,Privately owned
"T.M.B.I. SCHOOL, Oregun",9388, Ikeja,Privately owned
"T.T.V M SCHOOLS,Ikotun",106581,Alimosho,Privately owned
"TAADEL PRIVATE SCHOOL, Isolo",3566,Oshodi-Isolo,Privately owned
"TADEY INTERNATIONAL COLLEGE, Idimu",5587,Alimosho,Privately owned
"TAI SOLARIN MEMORIAL NUR & PRY SCHOOL, Amuwo",6845,Amuwo-Odofin,Privately owned
"TAIWO NURSERY & PRIMARY SCHOOL, Oworosoki",4079,Kosofe,Privately owned
"TALENT LINK COMPREHENSIVE COLLEGE, Ipaja",5686,Alimosho,Privately owned
"TALIMUL ISLAM AHMADIYYA PRY SCHL,  Adekunle",1940,Lagos-Mainland,State owned
"TALL HOPE COLLEGE, Isheri Oshun",106149,Alimosho,Privately owned
"TANE CRESCENT NURSERY & PRIMARY SCHOOL,Surulere",106420,Surulere,Privately owned
"TAOHEED ISLAMIYYA NUR. & PRY SCHOOL, Oke-Odo",10012,Alimosho,Privately owned
"TAQWA HIGH SCHOOL, Ifako-Agege",3045,Ifako/Ijaiye,Privately owned
"TAQWA PRIVATE SCHOOLS, Ifako-Agege",3028,Ifako/Ijaiye,Privately owned
"TAW BEDROCK SCHOOL, Ile-Iwe-Meta",3374,Oshodi-Isolo,Privately owned
"TAYOWA NURSERY & PRIMARY SCHOOL, Ijede",106094,Ikorodu,Privately owned
"TDDC COLLEGE, Ikotun",105363,Ojo,State owned
TEACHERS RESOURCES CENTRE,1398, Badagry ,State owned
TEAM MATES CHILDRENS SCHOOL Ejigbo,3513,Oshodi-Isolo,Privately owned
"TECHNO NURSERY/PRIMARY SCHOOL, Oworoshoki",8853,Kosofe,Privately owned
"TEE-TOPS NURSERY/PRIMARY SCHOOL,  Magodo",4465,Kosofe,Privately owned
"TELESIS JUNIOR SCHOOL, Alakuko",4941,Ifako/Ijaiye,Privately owned
"TEMI ASEESE CHILDRENS NUR. & PRY SCHOOL, Akonwonjo",8138,Alimosho,Privately owned
"TEMIDIRE COMPREHENSIVE COLLEGE, Abule-egba.",11930,Ifako/Ijaiye,Privately owned
TEMIDIRE HOME ECONOMICS CENTRE,1452,Oshodi-Isolo,State owned
"TEMIDIRE JUNIOR HIGH SCHOOL, Tolu",2124,Ajeromi LGA,State owned
"TEMIDIRE PRIMARY SCHOOL, Ido-odo Gbagada ",2492,Agege,State owned
"TEMIDIRE PRIMARY SCHOOL, Oke Odo",9271,Alimosho,State owned
"TEMIDIRE PRIMARY SCHOOL, Oke-Ota",1137,Ikorodu,State owned
"TEMIDIRE PRIMARY SCHOOL, Sogunle",2538,Oshodi-Isolo,State owned
"TEMIDIRE SCHOOLS (SECONDARY), Oko-Oba",5528,Agege,Privately owned
"TEMIDIRE SENIOR HIGH SCHOOL, Tolu",2146,Ajeromi LGA,State owned
"TEMIJIDS NUR/PRY SCHOOL, Akesan",6980,Alimosho,Privately owned
"TEMITOPE NURSERY & PRIMARY SCHOOL, Ketu ",4597,Kosofe,Privately owned
"TEMITOPE NURSERY & PRIMARY SCHOOL, Somolu",3980, Shomolu,Privately owned
"TEMMY NUR/PRY SCHOOL, Aboru",3027,Alimosho,Privately owned
"TEMPERANCE CHILDRENS SCHOOL, Olowora-Isheri",4902,Kosofe,Privately owned
"TEMPLE PREPARATORY SCHOOL, Ilupeju",5545, Mushin,Privately owned
"TEMPLE PRIMARY SCHOOL, Bariga",2534, Shomolu,State owned
"TEMPLE SECONDARY SCHOOL, Ilupeju",5548, Mushin,Privately owned
"TENDER AGE CHILDREN SCHOOL, Ebute-Meta West",9991,Lagos-Mainland,Privately owned
"TENDER CARE INTERNATIONAL SCHOOLS, Isheri",3471,Kosofe,Privately owned
"TENDER CRADLE NURSERY & PRIMARY SCHOOL, Awolowo Way",49247, Ikeja,Privately owned
"TENDER CROWNS INTERNATIONAL SCHOOLS, Kirikiri Town ",5121,Amuwo-Odofin,Privately owned
"TENDER GRAPES INTERNATIONAL SCHOOL,Kosofe",49370,Kosofe,Privately owned
"TENDER HEARTS NURSERY & PRIMARY SCHOOL,  Lagasa-Town",3695, Ibeju-Lekki,Privately owned
TENDER PALM SCHOOL ,105301,,Privately owned
"TENDER-LAND NURSERY & PRIMARY SCHOOL, Orile-Iganmu",4377,Surulere,Privately owned
"TENDERFIELD NURSERY & PRIMARY SCHOOL, Afromedia",8895,Ojo,Privately owned
"TENDERLAND COLLEGE, Orile-Iganmu",4752,Surulere,Privately owned
"TENDERLOVING CHILDCARE, Ikoyi ",4408,Eti-Osa,Privately owned
"TENDERTOUCH COLLEGE, Festac Town",11214,Amuwo-Odofin,Privately owned
"TERESH ETERNAL EXCELLENCE SCHOOL, Abijo",105900,Eti-Osa,Privately owned
"TERRY KING PRIVATE SCHOOL, Agric",4416,Ikorodu,Privately owned
"TESHUWAH SCHOOLS, Iyana Ipaja",11512,Alimosho,Privately owned
"TESJOK GROUP OF SCHOOLS, Abaranje",12557,Alimosho,Privately owned
"TESMOH INTERNATIONAL SCHOOL, Epe",4382,Epe,Privately owned
"TESSCO MONTESSORI NUR/PRY SCHOOL, Yaba",10229,Lagos-Mainland,Privately owned
"TESSY NURSERY & PRIMARY SCHOOL, Mushin",4887, Mushin,Privately owned
"TESTIMONY COLLEGE, Ebute Metta West",64448,Lagos-Mainland,Privately owned
"TETTON SECONDARY SCHOOL, Meiran",5443,Alimosho,Privately owned
"THE  STONE CREST  NURSERY & PRIMARY SCHOOL, Owode-Ajegunle",106493,Kosofe,Privately owned
"THE 16 PLUS SCHOOL ( SIXTH FORM), Ilupeju",105394,Mushin,Privately owned
"THE AFRO SCHOOL, Ilupeju",6627, Mushin,Privately owned
"THE APOSTOLIC CHURCH (LAWNA) N/P SCHOOL, Ketu",10718,Kosofe,Privately owned
"THE APOSTOLIC CHURCH GRAM SCHOOL, Ketu",49135,Kosofe,Privately owned
"THE APOSTOLIC CHURCH NUR. & PRY SCHOOL, Mende Maryland",7152,Kosofe,Privately owned
"THE APOSTOLIC CHURCH PRY SCHL,  Ebute-Meta",1966,Lagos-Mainland,State owned
"THE BRAINS PREMIER NUR. & PRY SCHOOL, Raji-Rasaki Estate",77384,Amuwo-Odofin,Privately owned
"THE BRIGHT PROMISE SCHOOL, Bogije",3364, Ibeju-Lekki,Privately owned
"THE CARDINAL NURSERY & PRIMARY SCHOOL, Igando",5262,Alimosho,Privately owned
"THE CEDARS - WORLD NURSERY & PRIMARY SCHOOL, Surulere",106131,Surulere,Privately owned
"THE CHILDS FOUNDATION SCHOOL, Mile 2",48860,Amuwo-Odofin,Privately owned
"THE CHILDVILLE NURSERY & PRY SCHOOL, Ogudu G.R.A",49195,Kosofe,Privately owned
"THE CHILDVILLE SENIOR SECONDARY SCHOOL, Ogudu G.R.A",49219,Kosofe,Privately owned
"THE EXCELLERS COLLEGE, Igbogbo",105612,Ikorodu,Privately owned
"THE FIRST TENDERFOOT NUR. & PRY SCHOOL, Aga",92419,Ikorodu,Privately owned
"THE FORESIGHT INTERNATIONAL SCHOOL, Festac Town",3286,Amuwo-Odofin,Privately owned
"THE FORESIGHT SECONDARY SCHOOL,  Festac Town",3044,Amuwo-Odofin,Privately owned
"THE FOUNTAIN SCHOOL, Surulere",11807,Surulere,Privately owned
"THE FRONTLINERS SCHOOLS, Agbado",11209,Ifako/Ijaiye,Privately owned
"THE FUNDAMENTALS  PRIVATE SCHOOL, Awoyaya",4715, Ibeju-Lekki,Privately owned
"THE FUNDAMENTALS HIGH SCHOOL, Awoyaya",106547,Ibeju-Lekki,Privately owned
"THE GRACEVILLE PRIVATE SCHOOLS, Ilo-Ajegunle ",5342,Ifako/Ijaiye,Privately owned
"THE GREAT CRESCENT SCHOOLS, Alakuko",7137,Ifako/Ijaiye,Privately owned
"THE GREENSRICH SCHOOL, Ikorodu ",7898,Ikorodu,Privately owned
"THE HD NURSERY & PRIMARY SCHOOL, Gbagada",106164,Kosofe,Privately owned
"THE HEAVENLY DOVE NUR & PRY SCHOOL, Bajulaiye",51072, Shomolu,Privately owned
"THE HOLY INFANT COLLEGE, Mebanu-Afromedia",4211,Ojo,Privately owned
"THE HOLY TRINITY SCHOOLS, Ebute-Metta",4554,Lagos-Mainland,Privately owned
"THE JEWELS INTERNATIONAL SCHOOL, Anthony Village",8818,Kosofe,Privately owned
THE KING SCHOOL NURSERY PRIMARY SCHOOL     Gbagada Estate,49500,Kosofe,Privately owned
"THE KINGS CHILDREN SCHOOL, Ijeshatedo",8565,Surulere,Privately owned
"THE KINGS KID NURSERY & PRIMARY SCHOOL, Ikotun",3363,Alimosho,Privately owned
"THE KINGSWAY COLLEGE, Ilogbo ",5149,Ojo,Privately owned
"THE KINGSWAY PRIVATE SCHOOL, Ilogbo",5152,Ojo,Privately owned
"THE KRISTOBELL JUNIOR ACADEMY, Iba ",5751,Ojo,Privately owned
"THE LAGOON NURSERY/PRIMARY SCHOOL, Lekki Phase 1",106072,Eti-Osa,Privately owned
"THE LAGOON SECONDARY SCHOOL, Lekki Phase 1",4446,Eti-Osa,Privately owned
"THE LEARNING PARK NUR/PRY SCHOOL, Egbeda",4231,Alimosho,Privately owned
"THE LEARNING PLACE, Lekki-Phase 1",4994,Eti-Osa,Privately owned
"THE LEARNINGFIELD SCHOOLS,  Satellite Town",4119,Amuwo-Odofin,Privately owned
"THE LIGHT COMPREHENSIVE COLLEGE, Odo-Nla",105344,Ikorodu,Privately owned
"THE LIGHT KIDDIES MODEL SCHOOL, Odonla",7120,Ikorodu,Privately owned
"THE LIVINGSPRINGS SCHOOLS, Awoyaya",7526, Ibeju-Lekki,Privately owned
"THE LORD HOLINESS PRIVATE SCHOOL, Mojoda",4071,Epe,Privately owned
"THE MARVELLOUS GRACE NURSERY & PRIMARY SCHOOL, Ijanikin",105941,Ojo,Privately owned
"THE MAYORS SCHOOL, Ikeja",3668, Ikeja,Privately owned
"THE NEW PROMISED LAND NUR/PRY SCHOOLS, Ilupeju",11394, Mushin,Privately owned
"THE NOBLE HOME NUR/PRY SCHOOL,  Aja-Lekki",4462,Eti-Osa,Privately owned
"THE NOBLE INTERNATIONAL SCHOOL, Ikeja",4473, Ikeja,Privately owned
"THE OAKWOOD MONTESSORI SCHOOL, Surulere",12469,Surulere,Privately owned
"THE OLIVESFIELD COLLEGE, Magodo-Isheri",91551,Kosofe,Privately owned
"THE OLIVESFIELD SCHOOL, Magodo-Isheri",91552,Kosofe,Privately owned
"THE PARK PRIVATE SCHOOL, G.R.A Apapa",3665,Apapa,Privately owned
"THE PATHWAY SCHOOL, Ogudu",4149,Kosofe,Privately owned
"THE PILLARS PRIVATE SCHOOL, Oke-Oriya",49278,Ikorodu,Privately owned
"THE PILLARS PRIVATE SECONDARY SCHOOL, Irawo",105491,Kosofe,Privately owned
"THE PINNACLE GRAMMAR SCHOOL, Alagbado",5153,Ifako/Ijaiye,Privately owned
"THE PRIME HERITAGE N/P SCHOOL, Ejigbo ",5301,Oshodi-Isolo,Privately owned
"THE REDEEMED CORNERSTONE SCHOOL, Shogunle",3328,Oshodi-Isolo,Privately owned
"THE REUFORT COLLEGE, Imalete - Alafia",106148,Ibeju-Lekki,Privately owned
"THE ROCK MONTESSORI SCHOOL, Lekki Scheme 1",4589,Eti-Osa,Privately owned
"THE ROCKCLEFT SCHOOL, Surulere",8457,Surulere,Privately owned
"THE ROYAL MASTERS SCHOOL, Ikeja",7877,,Privately owned
"THE SAINT INTERNATIONAL SCHOOL, Ikorodu",6707,Ikorodu,Privately owned
"THE SALVATION ARMY PRI. SCHL,  Ebute-Meta",1957,Lagos-Mainland,State owned
"THE SHULAMITE COLLEGE, Oto-Awori",105312,,Privately owned
"THE SUBLIME COLLEGE, Ojo",48957,Ojo,Privately owned
"THE TAUREAN SCHOOL, Aguda",4384,Surulere,Privately owned
"THE TENETS NURSERY & PRIMARY SCHOOL, Ikorodu",3428,Ikorodu,Privately owned
"THE TORCH COLLEGE, Mile 12",5009,Kosofe,Privately owned
"THE TORCH SCHOOL, Mile 12 ",5191,Kosofe,Privately owned
"THE VISION MONTESSORI, Ikotun",4900,Alimosho,Privately owned
"THE WHITE DOVE NURSERY & PRIMARY SCHOOL, Sangotedo",106201,Ibeju-Lekki,Privately owned
"THE WHITE DOVE SCHOOLS, Sangotedo",5578, Ibeju-Lekki,Privately owned
THE WORD OF GOD CHILDRENS NUR. & PRY SCH. Aguda,9511,Surulere,Privately owned
"THE ZION PLACE INTERNATIONAL SCHOOL, Ijagemo",5647,Ojo,Privately owned
"THEOVILLE DAY SCHOOL, Idiaraba",3534, Mushin,Privately owned
"THESCOL PRIVATE SCHOOL, Ikosi Oke",6635,Kosofe,Privately owned
"THINK RIGHT NUR/PRY SCHOOL, Gberigbe",105676,Ikorodu,Privately owned
Threeteez Hall ,105796,,
"TIM-BECKY HERITAGE COLLEGE, Shangisha Ketu",8235,Kosofe,Privately owned
"TIM-EST PRIVATE SCHOOLS, Ijagemo",4767,Alimosho,Privately owned
"TIMI CHILDRENS SCHOOL, Itire",3154, Mushin,Privately owned
"TIMI COMPREHENSIVE COLLEGE, Itire",6600, Mushin,Privately owned
"TIMOTINA NURSERY/PRIMARY SCHOOL, Ayobo ",11196,Alimosho,Privately owned
"TIN CAN ISLAND SENIOR HIGH SCHOOL, Tolu",9848,Ajeromi LGA,State owned
"TIN-CAN ISLAND JUNIOR HIGH SCHOOL,  Tolu",1792,Ajeromi LGA,State owned
"TINA STARTRIGHT PRIVATE SCHOOL, Ajegunle ",5241,Ajeromi LGA,Privately owned
"TINDIP COLLEGE, Ikorodu",5585,Ikorodu,Privately owned
Tindipc NP,105797,,
TINUBU METHODIST NUR/PRY SCH.   Lagos,1900,Lagos-Island,State owned
"TIO COLLEGE, Itamaga",64267,Ikorodu,Privately owned
"TITILOLA  TANWA NURSERY &  PRIMARY SCHOOL, Ayobo",106036,Alimosho,Privately owned
"TOAKLAND PRIVATE SCHOOL, Oko-Oba",3991,Ifako/Ijaiye,Privately owned
"TOAMY HILLS NURSERY & PRIMARY SCHOOL, Egbeda",51071,Alimosho,Privately owned
"TOAMY NURSERY & PRIMARY SCHOOL, Egbe",51076,Alimosho,Privately owned
"TOAMY PRIVATE COLLEGE, Egbe",5817,Alimosho,Privately owned
"TOBSET BOND NURSERY & PRIMARY SCHOOL, Igando-Ikotun",4296,Alimosho,Privately owned
"TOBSEY NURSERY & PRIMARY SCHOOL, Ikorodu",106388,Ikorodu,Privately owned
TOBVIC NURSERY PRIMARY SCHOOL ,105342,,Privately owned
"TODDLERS MONTESSORI SCHOOL, Aguda",7107,Surulere,Privately owned
"TOFAITH SCHOOLS, Abule-Egba",6805,Ifako/Ijaiye,Privately owned
"TOFAM NURSERY & PRIMARY SCHOOL, Egan",106124,Alimosho,Privately owned
"TOFDAM NURSERY & PRIMARY SCHOOL, Ikorodu",6648,Ikorodu,Privately owned
"TOFEK COLLEGE, Abule-Egba",77428,Ifako/Ijaiye,Privately owned
"TOFES EXCELLENCE NURSERY PRIMARY SCHOOL, Agege",79075,Agege,Privately owned
"TOGEDEJOYE COMMUNITY PRY SCHL, Ojokoro",1147,Ikorodu,State owned
"TOKEM NURSERY & PRIMARY SCHOOL, Ikola-Ipaja",106030,Alimosho,Privately owned
"TOKLAK PRIVATE COMPREHENSIVE COLLEG, Iyana Ipaja",5437,Alimosho,Privately owned
"TOKUNBO ALLI PRIMARY SCHOOL,  Ikeja",820,,State owned
"TOLA GROUP OF SCHOOLS, Okokomaiko",3423,Ojo,Privately owned
"TOLAYOPES NUR/PRY SCHOOL, Abule-Egba",3628,Alimosho,Privately owned
